sample_id,model_1,model_2,model_3,mean,std
sample_49441,9.266,9.6875,9.2796,9.411,0.2395
sample_49442,8.4884,8.8845,8.5539,8.6422,0.2123
sample_49443,8.9458,9.3951,8.9296,9.0902,0.2642
sample_49444,8.4356,8.8575,8.4507,8.5813,0.2393
sample_49445,9.1376,9.5785,9.3065,9.3409,0.2224
sample_49446,9.0487,9.5331,9.1625,9.2481,0.2533
sample_49447,7.8493,8.4242,7.8553,8.0429,0.3302
sample_49448,8.5056,8.9972,8.6446,8.7158,0.2534
sample_49449,8.802,9.1804,8.7039,8.8954,0.2516
sample_49450,8.2786,8.5919,8.3311,8.4005,0.1678
sample_49451,9.4068,9.8327,9.3527,9.5308,0.2629
sample_49452,8.3177,8.6828,8.3805,8.4603,0.1952
sample_49453,8.0109,8.4753,7.9606,8.149,0.2838
sample_49454,9.3293,9.6465,9.319,9.4316,0.1861
sample_49455,9.1557,9.6874,9.2439,9.3623,0.285
sample_49456,7.9784,8.4886,7.9597,8.1422,0.3001
sample_49457,9.0889,9.561,9.2861,9.312,0.2371
sample_49458,8.0768,8.3323,8.0433,8.1508,0.1581
sample_49459,8.7251,8.9725,8.6262,8.7746,0.1784
sample_49460,7.9025,8.526,7.8805,8.103,0.3665
sample_49461,7.4469,8.2378,7.5604,7.7484,0.4276
sample_49462,8.7605,9.3505,8.9087,9.0066,0.3069
sample_49463,8.7293,9.2408,8.8931,8.9544,0.2612
sample_49464,9.234,9.7763,9.2394,9.4166,0.3116
sample_49465,7.9339,8.2971,7.9275,8.0528,0.2116
sample_49466,8.3774,8.6239,8.1531,8.3848,0.2355
sample_49467,7.9809,8.4948,8.0315,8.169,0.2832
sample_49468,8.3819,8.8072,8.519,8.5694,0.217
sample_49469,9.1715,9.3448,9.0396,9.1853,0.153
sample_49470,9.1683,9.6021,9.2187,9.3297,0.2373
sample_49471,8.9065,9.5567,9.0684,9.1772,0.3385
sample_49472,8.1158,8.6388,8.1015,8.2854,0.3062
sample_49473,8.8029,9.2524,8.9146,8.99,0.234
sample_49474,9.0333,9.576,9.2617,9.2903,0.2724
sample_49475,9.0853,9.4625,9.1613,9.2363,0.1995
sample_49476,8.2773,8.4271,8.2074,8.3039,0.1123
sample_49477,7.4027,8.3149,7.5242,7.7473,0.4953
sample_49478,8.2517,8.8007,8.5497,8.534,0.2748
sample_49479,9.1909,9.5867,9.2091,9.3289,0.2234
sample_49480,9.3681,9.7561,9.4372,9.5204,0.207
sample_49481,8.0217,8.4387,8.0491,8.1698,0.2332
sample_49482,7.8208,8.1689,7.7522,7.914,0.2234
sample_49483,8.5532,8.9256,8.5398,8.6729,0.219
sample_49484,9.1184,9.5919,9.1508,9.2871,0.2645
sample_49485,8.8648,8.9442,8.6625,8.8238,0.1453
sample_49486,6.8742,7.7698,7.1042,7.2494,0.4651
sample_49487,7.6658,8.3126,7.594,7.8574,0.3958
sample_49488,8.683,9.4165,8.9012,9.0002,0.3766
sample_49489,8.3117,8.6671,8.0956,8.3581,0.2886
sample_49490,8.5017,8.8361,8.3566,8.5648,0.2459
sample_49491,9.6136,10.0511,9.653,9.7726,0.242
sample_49492,7.9438,8.3174,7.8111,8.0241,0.2626
sample_49493,8.7345,8.7338,8.4271,8.6318,0.1773
sample_49494,8.0887,8.5803,8.1467,8.2719,0.2686
sample_49495,7.8952,8.1217,7.7459,7.9209,0.1892
sample_49496,7.7191,8.1782,7.8231,7.9068,0.2407
sample_49497,8.6685,9.1727,8.766,8.8691,0.2674
sample_49498,9.1566,9.5699,9.238,9.3215,0.2189
sample_49499,8.3408,8.6553,8.2917,8.4293,0.1973
sample_49500,7.9423,8.4636,7.931,8.1123,0.3043
sample_49501,8.699,8.9533,8.6804,8.7776,0.1525
sample_49502,9.28,9.8648,9.4744,9.5397,0.2978
sample_49503,8.5104,8.844,8.4096,8.588,0.2274
sample_49504,7.9867,8.29,7.7769,8.0179,0.2579
sample_49505,8.3324,8.5196,8.2857,8.3792,0.1238
sample_49506,8.0457,8.4341,8.0573,8.179,0.221
sample_49507,8.6327,8.6574,8.335,8.5417,0.1795
sample_49508,9.3153,9.74,9.4495,9.5016,0.2171
sample_49509,9.0409,9.4794,9.1218,9.214,0.2334
sample_49510,8.4703,8.5421,8.2682,8.4269,0.142
sample_49511,7.9445,8.5836,8.035,8.1877,0.3459
sample_49512,7.9983,8.3652,7.928,8.0972,0.2347
sample_49513,8.1417,8.3398,7.9733,8.1516,0.1835
sample_49514,8.3406,8.82,8.4425,8.5344,0.2526
sample_49515,8.6394,8.8046,8.4985,8.6475,0.1532
sample_49516,8.9176,9.01,8.7301,8.8859,0.1426
sample_49517,8.2661,8.745,8.4499,8.487,0.2416
sample_49518,8.1064,8.4403,8.1557,8.2341,0.1802
sample_49519,7.9329,8.265,7.8372,8.0117,0.2245
sample_49520,8.2419,8.5205,8.2587,8.3403,0.1562
sample_49521,8.569,9.0226,8.6902,8.7606,0.2349
sample_49522,9.1764,9.7331,9.3372,9.4156,0.2865
sample_49523,7.9698,8.3838,8.0384,8.1307,0.2219
sample_49524,8.2875,8.6995,8.2934,8.4268,0.2362
sample_49525,9.1714,9.6904,9.2896,9.3838,0.272
sample_49526,8.4944,9.0125,8.6264,8.7111,0.2692
sample_49527,8.8931,9.4341,8.9473,9.0915,0.2979
sample_49528,7.9549,8.4395,8.046,8.1468,0.2575
sample_49529,8.5152,8.764,8.4265,8.5685,0.175
sample_49530,8.4807,8.7877,8.4884,8.5856,0.1751
sample_49531,8.244,8.7432,8.3562,8.4478,0.2619
sample_49532,8.6109,8.8413,8.6125,8.6882,0.1326
sample_49533,7.9076,8.2711,7.9093,8.0293,0.2094
sample_49534,7.914,8.2335,7.964,8.0372,0.1718
sample_49535,8.3208,8.4837,8.2512,8.3519,0.1193
sample_49536,9.2018,9.587,9.2177,9.3355,0.218
sample_49537,8.94,9.4756,9.1331,9.1829,0.2713
sample_49538,9.3358,9.8582,9.3512,9.5151,0.2973
sample_49539,9.058,9.5653,9.0633,9.2289,0.2914
sample_49540,7.8598,8.499,8.0778,8.1455,0.3249
sample_49541,8.5592,8.9805,8.449,8.6629,0.2805
sample_49542,8.2866,8.5342,8.2386,8.3531,0.1586
sample_49543,9.3173,9.7357,9.513,9.522,0.2093
sample_49544,9.2742,9.7804,9.4731,9.5093,0.255
sample_49545,9.0483,9.5441,9.0796,9.224,0.2777
sample_49546,8.9392,9.4859,9.1884,9.2045,0.2737
sample_49547,8.4491,9.049,8.5383,8.6788,0.3237
sample_49548,7.9497,8.1287,7.796,7.9581,0.1665
sample_49549,8.9177,9.171,8.8441,8.9776,0.1715
sample_49550,7.8674,8.4297,7.8072,8.0348,0.3434
sample_49551,9.0374,9.6166,9.0541,9.236,0.3297
sample_49552,8.8661,9.3338,8.9472,9.049,0.25
sample_49553,9.365,9.7718,9.4336,9.5235,0.2178
sample_49554,9.1892,9.724,9.2502,9.3878,0.2927
sample_49555,7.7374,8.1371,7.6992,7.8579,0.2426
sample_49556,9.1822,9.5869,9.2614,9.3435,0.2145
sample_49557,8.4345,8.8785,8.4971,8.6033,0.2403
sample_49558,7.7821,8.4322,7.6972,7.9705,0.4021
sample_49559,7.8579,8.285,7.9458,8.0295,0.2256
sample_49560,8.0699,8.2967,7.9397,8.1021,0.1807
sample_49561,8.3513,8.9078,8.3492,8.5361,0.3219
sample_49562,9.3411,9.8289,9.4303,9.5334,0.2597
sample_49563,9.4521,9.8355,9.3931,9.5602,0.2402
sample_49564,7.8595,8.4579,7.8922,8.0699,0.3364
sample_49565,8.5515,8.6821,8.3921,8.5419,0.1453
sample_49566,7.5779,8.1249,7.6333,7.7787,0.3011
sample_49567,7.7973,8.4341,7.8738,8.0351,0.3477
sample_49568,8.5358,8.6554,8.356,8.5157,0.1507
sample_49569,8.7209,9.0656,8.7653,8.8506,0.1875
sample_49570,8.2056,8.8489,8.2669,8.4404,0.3551
sample_49571,9.4478,9.9616,9.4562,9.6219,0.2943
sample_49572,8.6957,8.736,8.4622,8.6313,0.1478
sample_49573,8.6035,9.1084,8.8222,8.8447,0.2532
sample_49574,8.407,8.6967,8.4323,8.512,0.1604
sample_49575,8.5781,8.6466,8.3209,8.5152,0.1717
sample_49576,8.7029,9.222,8.7378,8.8876,0.2901
sample_49577,8.4329,8.5962,8.38,8.4697,0.1127
sample_49578,9.3247,9.7664,9.4045,9.4985,0.2354
sample_49579,8.0927,8.5247,8.0622,8.2266,0.2587
sample_49580,8.5731,8.5948,8.3131,8.4937,0.1567
sample_49581,8.8652,9.2926,8.8836,9.0138,0.2417
sample_49582,8.6111,9.246,8.8711,8.9094,0.3192
sample_49583,8.2911,8.6994,8.3254,8.4386,0.2265
sample_49584,8.1385,8.6951,8.2856,8.3731,0.2884
sample_49585,8.5287,8.7027,8.578,8.6031,0.0897
sample_49586,7.8237,8.3795,7.7694,7.9909,0.3377
sample_49587,8.795,9.2655,8.872,8.9775,0.2524
sample_49588,8.7513,9.1379,8.8824,8.9239,0.1966
sample_49589,8.9469,9.2787,9.0498,9.0918,0.1699
sample_49590,7.8448,8.5055,7.8922,8.0808,0.3685
sample_49591,8.3876,8.551,8.3858,8.4415,0.0949
sample_49592,9.0128,9.5017,9.1312,9.2152,0.2551
sample_49593,7.3201,8.0983,7.468,7.6288,0.4133
sample_49594,9.2649,9.8445,9.421,9.5101,0.2999
sample_49595,8.7318,9.0811,8.9056,8.9062,0.1746
sample_49596,8.9605,9.5021,9.2293,9.2306,0.2708
sample_49597,9.5935,10.0511,9.5732,9.7393,0.2703
sample_49598,8.3347,8.7587,8.339,8.4775,0.2436
sample_49599,7.795,8.4772,7.6522,7.9748,0.4409
sample_49600,8.7176,9.4282,8.9634,9.0364,0.3609
sample_49601,8.8243,9.4579,9.0287,9.1036,0.3234
sample_49602,8.54,8.7855,8.2205,8.5153,0.2833
sample_49603,9.1118,9.6365,9.1622,9.3035,0.2895
sample_49604,8.9625,9.1853,8.8277,8.9918,0.1806
sample_49605,9.0611,9.5653,9.2221,9.2828,0.2575
sample_49606,8.3491,8.5889,8.2634,8.4004,0.1687
sample_49607,8.0311,8.4529,7.8005,8.0948,0.3308
sample_49608,9.0259,9.7145,9.2313,9.3239,0.3535
sample_49609,8.2086,8.2516,7.9278,8.1293,0.1759
sample_49610,9.3386,9.8189,9.4886,9.5487,0.2457
sample_49611,8.9346,9.5892,9.0742,9.1993,0.3448
sample_49612,7.413,8.1503,7.5181,7.6938,0.3988
sample_49613,8.5111,8.896,8.4965,8.6345,0.2266
sample_49614,7.1645,7.6648,7.2512,7.3602,0.2674
sample_49615,7.8624,8.2775,7.7417,7.9605,0.281
sample_49616,8.529,8.6331,8.3461,8.5027,0.1453
sample_49617,7.9288,8.6008,8.0902,8.2066,0.3508
sample_49618,8.2453,8.5652,8.072,8.2942,0.2502
sample_49619,8.4581,9.1597,8.6817,8.7665,0.3584
sample_49620,8.8955,9.4114,9.116,9.1409,0.2589
sample_49621,7.8502,8.5313,7.9618,8.1144,0.3653
sample_49622,9.0486,9.579,9.1119,9.2465,0.2897
sample_49623,8.3511,8.7685,8.2995,8.473,0.2572
sample_49624,8.1643,8.6669,8.1904,8.3405,0.2829
sample_49625,8.7639,9.2661,8.9617,8.9972,0.253
sample_49626,7.8809,8.3185,7.8624,8.0206,0.2581
sample_49627,8.8885,9.0022,8.7337,8.8748,0.1348
sample_49628,8.646,9.1131,8.8623,8.8738,0.2338
sample_49629,8.8123,9.0495,8.7024,8.8547,0.1774
sample_49630,8.8226,8.9351,8.5457,8.7678,0.2004
sample_49631,8.0858,8.3343,7.9155,8.1119,0.2106
sample_49632,9.0341,9.7915,9.1925,9.3394,0.3995
sample_49633,7.6159,8.2629,7.6621,7.847,0.3609
sample_49634,9.3927,9.8934,9.5078,9.5979,0.2622
sample_49635,9.2346,9.6516,9.3058,9.3973,0.2231
sample_49636,6.9132,7.8142,7.033,7.2535,0.4892
sample_49637,8.1048,8.4176,8.1163,8.2129,0.1774
sample_49638,7.9394,8.4425,7.9422,8.108,0.2897
sample_49639,8.7536,9.4751,8.9816,9.0701,0.3688
sample_49640,8.2881,8.7208,8.3365,8.4485,0.2371
sample_49641,7.5935,8.18,7.6404,7.8046,0.3259
sample_49642,8.4651,9.1268,8.8103,8.8007,0.331
sample_49643,7.9093,8.3492,7.8537,8.0374,0.2715
sample_49644,8.7674,9.3785,8.8563,9.0007,0.3302
sample_49645,8.4741,9.0249,8.5645,8.6878,0.2954
sample_49646,9.0761,9.5376,9.1624,9.2587,0.2453
sample_49647,8.1125,8.6478,8.2468,8.3357,0.2785
sample_49648,8.3882,8.767,8.4394,8.5316,0.2055
sample_49649,9.0165,9.5049,9.1246,9.2153,0.2565
sample_49650,8.5856,8.6996,8.4608,8.582,0.1195
sample_49651,7.8038,8.307,7.8758,7.9955,0.2721
sample_49652,7.7878,8.1621,7.7816,7.9105,0.2179
sample_49653,8.352,8.5898,8.1229,8.3549,0.2334
sample_49654,9.1056,9.6333,9.0635,9.2675,0.3175
sample_49655,8.0661,8.3901,8.0165,8.1576,0.2029
sample_49656,8.552,9.0054,8.6277,8.7284,0.2429
sample_49657,8.3035,8.69,8.3892,8.4609,0.203
sample_49658,8.1789,8.5975,8.0912,8.2892,0.2706
sample_49659,9.3235,9.7624,9.4065,9.4975,0.2332
sample_49660,8.4409,9.0058,8.3963,8.6143,0.3397
sample_49661,7.6181,8.0328,7.6917,7.7809,0.2213
sample_49662,9.1648,9.523,9.1139,9.2673,0.223
sample_49663,7.8223,8.2209,7.7983,7.9472,0.2374
sample_49664,9.2053,9.7416,9.3463,9.4311,0.278
sample_49665,8.2018,8.6297,8.2465,8.3594,0.2352
sample_49666,8.1314,8.5857,8.0464,8.2545,0.29
sample_49667,8.2618,8.8965,8.5581,8.5721,0.3176
sample_49668,9.5797,10.0347,9.532,9.7155,0.2775
sample_49669,7.7477,8.2252,7.7547,7.9092,0.2737
sample_49670,9.5609,9.8989,9.4572,9.639,0.2309
sample_49671,8.9761,9.6097,9.1289,9.2382,0.3306
sample_49672,9.1759,9.6074,9.2759,9.3531,0.2259
sample_49673,9.0372,9.2844,9.1652,9.1622,0.1236
sample_49674,7.3987,8.2489,7.608,7.7519,0.4429
sample_49675,8.1256,8.8116,8.3991,8.4454,0.3453
sample_49676,7.1481,7.5753,7.2463,7.3232,0.2238
sample_49677,7.797,8.1049,7.7205,7.8741,0.2035
sample_49678,8.3231,8.4679,8.1143,8.3018,0.1778
sample_49679,8.2238,8.5997,8.2829,8.3688,0.2021
sample_49680,7.8015,8.4015,7.9758,8.0596,0.3087
sample_49681,8.3843,8.8834,8.5047,8.5908,0.2604
sample_49682,9.2972,9.734,9.3574,9.4629,0.2367
sample_49683,7.5879,8.1857,7.6846,7.8194,0.3209
sample_49684,9.3452,9.8734,9.4455,9.5547,0.2805
sample_49685,8.7233,9.1852,8.7108,8.8731,0.2704
sample_49686,8.5261,8.6639,8.4568,8.549,0.1054
sample_49687,9.2207,9.435,9.244,9.2999,0.1176
sample_49688,8.4632,8.773,8.3809,8.539,0.2068
sample_49689,8.409,8.8835,8.4499,8.5808,0.2629
sample_49690,7.2169,7.9491,7.321,7.4957,0.3962
sample_49691,9.0924,9.509,9.076,9.2258,0.2454
sample_49692,8.3395,8.7227,8.3054,8.4559,0.2317
sample_49693,8.3329,8.5816,8.2212,8.3786,0.1845
sample_49694,8.8171,9.352,9.0448,9.0713,0.2685
sample_49695,9.0581,9.1247,8.8189,9.0006,0.1608
sample_49696,8.1125,8.6083,8.1099,8.2769,0.287
sample_49697,9.3027,9.8779,9.4106,9.5304,0.3058
sample_49698,8.0045,8.5527,8.0857,8.2143,0.2958
sample_49699,8.083,8.5851,8.2924,8.3202,0.2522
sample_49700,7.7716,8.5653,7.9248,8.0872,0.421
sample_49701,7.5519,8.1224,7.6385,7.771,0.3074
sample_49702,8.2756,8.6462,8.2064,8.3761,0.2365
sample_49703,9.5166,9.9702,9.4303,9.6391,0.29
sample_49704,8.0627,8.4062,7.9177,8.1289,0.2509
sample_49705,8.7235,9.0805,8.7262,8.8434,0.2053
sample_49706,8.3407,8.7885,8.2821,8.4705,0.277
sample_49707,7.8554,8.2642,7.7322,7.9506,0.2785
sample_49708,8.9458,9.4714,9.1441,9.1871,0.2654
sample_49709,9.291,9.7968,9.3129,9.4669,0.2859
sample_49710,8.7531,9.2567,8.9784,8.9961,0.2523
sample_49711,8.8083,9.4773,8.9234,9.0697,0.3577
sample_49712,8.7984,8.9511,8.5207,8.7567,0.2182
sample_49713,9.0776,9.5473,9.2315,9.2854,0.2394
sample_49714,7.9062,8.2637,7.8648,8.0116,0.2193
sample_49715,9.4348,9.8399,9.4731,9.5826,0.2236
sample_49716,9.2393,9.807,9.2763,9.4409,0.3176
sample_49717,8.6673,9.2596,8.9481,8.9583,0.2963
sample_49718,8.1265,8.6488,8.1826,8.3193,0.2867
sample_49719,9.105,9.692,9.1879,9.3283,0.3177
sample_49720,9.0598,9.5113,9.1479,9.2397,0.2393
sample_49721,8.918,9.5629,9.0426,9.1745,0.3421
sample_49722,9.2591,9.7437,9.2856,9.4295,0.2725
sample_49723,8.6618,9.0788,8.6943,8.8116,0.232
sample_49724,7.8838,8.3794,7.9015,8.0549,0.2812
sample_49725,9.6442,10.0486,9.5709,9.7546,0.2573
sample_49726,9.2142,9.5226,9.2058,9.3142,0.1805
sample_49727,9.0055,9.6177,9.247,9.2901,0.3084
sample_49728,7.9984,8.5682,8.0612,8.2093,0.3125
sample_49729,9.0112,9.5946,9.131,9.2456,0.3081
sample_49730,9.4894,10.0309,9.5414,9.6872,0.2988
sample_49731,7.8688,8.3918,7.6829,7.9812,0.3675
sample_49732,8.1432,8.6805,8.1116,8.3118,0.3197
sample_49733,8.3038,8.873,8.3837,8.5202,0.3082
sample_49734,8.9135,9.6806,9.1274,9.2405,0.3958
sample_49735,8.4499,8.8926,8.4572,8.5999,0.2535
sample_49736,8.195,8.4339,8.1009,8.2433,0.1717
sample_49737,8.1579,8.5041,8.0826,8.2482,0.2248
sample_49738,7.645,8.5826,7.9017,8.0431,0.4846
sample_49739,9.4031,9.8136,9.5415,9.5861,0.2089
sample_49740,8.908,9.2467,8.9364,9.0304,0.1879
sample_49741,8.5195,8.613,8.3047,8.4791,0.1581
sample_49742,8.7683,9.2903,8.9522,9.0036,0.2648
sample_49743,8.7752,9.398,8.879,9.0174,0.3337
sample_49744,8.2058,8.4666,8.0915,8.2546,0.1923
sample_49745,8.073,8.3801,7.89,8.1144,0.2477
sample_49746,8.0492,8.6092,8.1559,8.2714,0.2973
sample_49747,9.1604,9.8201,9.271,9.4171,0.3533
sample_49748,7.9693,8.5079,8.0131,8.1634,0.2991
sample_49749,9.1302,9.6636,9.2782,9.3573,0.2754
sample_49750,7.5305,7.8489,7.4036,7.5944,0.2294
sample_49751,8.4553,8.6108,8.3361,8.4674,0.1378
sample_49752,8.5594,8.7486,8.4241,8.5773,0.163
sample_49753,8.7059,8.7936,8.4618,8.6538,0.1719
sample_49754,7.5147,8.0812,7.5785,7.7248,0.3103
sample_49755,8.9635,9.5283,9.1399,9.2106,0.2889
sample_49756,8.3495,8.6603,8.3553,8.4551,0.1778
sample_49757,7.8679,8.6822,7.9766,8.1756,0.4421
sample_49758,8.1881,8.4487,7.9931,8.21,0.2286
sample_49759,9.1783,9.7218,9.178,9.3594,0.3139
sample_49760,7.9442,8.3216,7.8511,8.039,0.2491
sample_49761,9.112,9.4127,9.0242,9.183,0.2037
sample_49762,8.8634,9.118,8.7522,8.9112,0.1875
sample_49763,8.5093,8.8509,8.4685,8.6096,0.21
sample_49764,8.5606,8.6491,8.4193,8.543,0.1159
sample_49765,8.4996,9.129,8.7299,8.7861,0.3184
sample_49766,8.1287,8.4361,7.8903,8.1517,0.2736
sample_49767,8.371,8.6035,8.3292,8.4346,0.1478
sample_49768,8.8688,9.3494,8.9711,9.0631,0.2532
sample_49769,8.9157,9.3893,9.1375,9.1475,0.2369
sample_49770,8.4306,8.7438,8.2993,8.4913,0.2284
sample_49771,8.728,9.4315,9.0393,9.0663,0.3525
sample_49772,7.4129,7.9016,7.4171,7.5772,0.2809
sample_49773,8.796,9.482,8.9844,9.0875,0.3544
sample_49774,8.1505,8.675,8.155,8.3268,0.3015
sample_49775,7.8025,8.4428,7.9178,8.0544,0.3413
sample_49776,8.048,8.628,8.0756,8.2505,0.3272
sample_49777,7.6428,8.0508,7.6212,7.7716,0.2421
sample_49778,8.6644,8.9299,8.4156,8.6699,0.2572
sample_49779,9.3384,9.7395,9.3977,9.4919,0.2165
sample_49780,8.5923,8.8725,8.4648,8.6432,0.2086
sample_49781,8.6382,8.8821,8.6626,8.7277,0.1343
sample_49782,9.3943,9.7285,9.5223,9.5483,0.1686
sample_49783,8.4522,8.9643,8.545,8.6538,0.2729
sample_49784,7.4173,7.9017,7.3494,7.5561,0.3012
sample_49785,7.9409,8.4458,8.0619,8.1495,0.2636
sample_49786,8.1989,8.5788,8.1343,8.304,0.2402
sample_49787,8.3902,9.2428,8.7798,8.8043,0.4268
sample_49788,8.2757,8.6777,8.0895,8.3476,0.3006
sample_49789,9.6007,10.0539,9.5569,9.7371,0.2752
sample_49790,9.4326,9.8669,9.4336,9.5777,0.2504
sample_49791,8.9659,9.4435,9.0938,9.1677,0.2473
sample_49792,8.4223,8.7672,8.4664,8.552,0.1877
sample_49793,9.099,9.7467,9.2289,9.3582,0.3427
sample_49794,9.2953,9.7067,9.3161,9.4394,0.2317
sample_49795,9.3156,9.8291,9.3799,9.5082,0.2797
sample_49796,8.563,8.8646,8.4596,8.6291,0.2104
sample_49797,9.2135,9.669,9.2746,9.3857,0.2472
sample_49798,8.9547,9.5025,8.9872,9.1481,0.3073
sample_49799,8.7997,9.3389,9.0224,9.0537,0.271
sample_49800,9.1403,9.6651,9.2983,9.3679,0.2693
sample_49801,7.5841,8.2609,7.6049,7.8166,0.3848
sample_49802,7.1187,8.0272,7.3857,7.5105,0.4669
sample_49803,7.5603,8.223,7.3866,7.7233,0.4414
sample_49804,9.2458,9.6485,9.2707,9.3883,0.2257
sample_49805,8.5712,8.8522,8.3419,8.5884,0.2556
sample_49806,8.0118,8.5494,8.1707,8.2439,0.2762
sample_49807,8.6321,8.9623,8.6389,8.7444,0.1887
sample_49808,7.8898,8.329,7.9644,8.0611,0.235
sample_49809,8.6764,9.2136,8.7178,8.8693,0.2989
sample_49810,7.3077,7.9864,7.4617,7.5853,0.3558
sample_49811,8.605,9.479,8.785,8.9563,0.4615
sample_49812,7.9862,8.5245,8.087,8.1992,0.2861
sample_49813,7.7604,8.0173,7.4355,7.7377,0.2916
sample_49814,8.0743,8.6033,7.9305,8.2027,0.3543
sample_49815,9.6839,10.1205,9.6876,9.8306,0.251
sample_49816,8.306,8.7527,8.4658,8.5082,0.2263
sample_49817,8.0501,8.3114,7.9406,8.1007,0.1905
sample_49818,8.5292,8.6538,8.3913,8.5247,0.1313
sample_49819,8.2037,8.5753,8.0643,8.2811,0.2641
sample_49820,8.107,8.377,7.9126,8.1322,0.2332
sample_49821,8.1255,8.5327,7.9986,8.219,0.2791
sample_49822,9.0428,9.6136,9.3031,9.3198,0.2858
sample_49823,7.4795,7.9226,7.5568,7.653,0.2367
sample_49824,9.1444,9.5625,9.2475,9.3181,0.2178
sample_49825,8.6553,8.8696,8.512,8.679,0.18
sample_49826,9.5936,10.1061,9.7377,9.8125,0.2643
sample_49827,7.5815,8.1469,7.7629,7.8304,0.2887
sample_49828,9.0019,9.2287,8.9092,9.0466,0.1644
sample_49829,9.3283,9.9306,9.4963,9.5851,0.3108
sample_49830,8.1405,8.7044,8.2945,8.3798,0.2915
sample_49831,8.3165,8.8095,8.329,8.485,0.2811
sample_49832,8.3264,8.8864,8.5722,8.595,0.2807
sample_49833,7.6956,8.3451,7.7966,7.9458,0.3495
sample_49834,8.3674,8.877,8.5017,8.582,0.2641
sample_49835,7.8995,8.3415,7.8573,8.0328,0.2682
sample_49836,8.0073,8.4685,8.0732,8.183,0.2495
sample_49837,7.3859,7.9255,7.3898,7.5671,0.3104
sample_49838,7.7703,8.5106,7.8828,8.0546,0.3989
sample_49839,8.6454,8.775,8.5752,8.6652,0.1014
sample_49840,9.1238,9.6145,9.2268,9.3217,0.2588
sample_49841,8.1458,8.7448,8.1647,8.3518,0.3405
sample_49842,8.9744,9.1911,8.9543,9.0399,0.1313
sample_49843,9.2638,9.9054,9.4901,9.5531,0.3254
sample_49844,8.2107,8.5103,8.175,8.2987,0.1842
sample_49845,8.9551,9.3622,8.9143,9.0772,0.2476
sample_49846,8.12,8.4863,7.9722,8.1928,0.2647
sample_49847,8.24,8.7482,8.4034,8.4639,0.2594
sample_49848,8.5391,9.0718,8.8001,8.8037,0.2664
sample_49849,8.5133,8.8277,8.4421,8.5944,0.2052
sample_49850,8.4631,8.9132,8.5323,8.6362,0.2423
sample_49851,9.1546,9.1716,8.9038,9.0767,0.1499
sample_49852,8.4509,8.6899,8.5249,8.5552,0.1223
sample_49853,8.9744,9.2025,8.781,8.986,0.2109
sample_49854,8.1148,8.5301,8.2408,8.2952,0.2129
sample_49855,8.9375,9.5062,9.111,9.1849,0.2914
sample_49856,8.7635,9.2282,8.9378,8.9765,0.2348
sample_49857,8.5059,8.7758,8.5485,8.6101,0.1451
sample_49858,9.6892,9.9858,9.5792,9.7514,0.2103
sample_49859,9.267,9.752,9.3487,9.4559,0.2597
sample_49860,7.5918,8.2621,7.7052,7.853,0.3588
sample_49861,7.836,8.3421,7.9126,8.0303,0.2728
sample_49862,9.0117,9.5523,9.2681,9.2774,0.2704
sample_49863,8.8706,9.0244,8.7674,8.8875,0.1293
sample_49864,7.741,8.2771,7.8488,7.9556,0.2835
sample_49865,7.6615,8.1204,7.7276,7.8365,0.2481
sample_49866,8.3568,8.6505,8.2389,8.4154,0.212
sample_49867,7.4091,8.0454,7.464,7.6395,0.3526
sample_49868,8.4722,8.9763,8.4896,8.646,0.2862
sample_49869,8.7012,9.09,8.732,8.8411,0.2161
sample_49870,8.4254,8.6639,8.3147,8.468,0.1784
sample_49871,9.3645,9.8066,9.3234,9.4982,0.2679
sample_49872,8.371,8.687,8.1687,8.4089,0.2612
sample_49873,9.3256,9.681,9.2989,9.4352,0.2134
sample_49874,8.183,8.6142,8.2208,8.3393,0.2388
sample_49875,8.444,8.5236,8.0743,8.3473,0.2398
sample_49876,8.0571,8.4638,7.9653,8.1621,0.2653
sample_49877,8.0941,8.6331,8.1764,8.3012,0.2904
sample_49878,8.5674,8.7705,8.491,8.6096,0.1445
sample_49879,8.0583,8.2599,8.0109,8.1097,0.1322
sample_49880,7.0696,7.6506,7.2239,7.3147,0.301
sample_49881,8.0207,8.4697,8.0105,8.167,0.2622
sample_49882,9.452,9.9474,9.3942,9.5979,0.3041
sample_49883,9.1526,9.7073,9.2848,9.3816,0.2897
sample_49884,8.2435,8.8313,8.3173,8.464,0.3202
sample_49885,8.2118,8.4094,8.1486,8.2566,0.136
sample_49886,9.3074,9.8985,9.5329,9.5796,0.2983
sample_49887,7.7695,8.047,7.6193,7.8119,0.217
sample_49888,7.888,8.1506,7.8175,7.952,0.1755
sample_49889,9.2352,9.645,9.3085,9.3962,0.2186
sample_49890,7.9276,8.4724,8.1635,8.1878,0.2732
sample_49891,8.2007,8.6364,8.1566,8.3312,0.2652
sample_49892,8.6396,9.0749,8.8215,8.8453,0.2186
sample_49893,8.4522,8.8308,8.4865,8.5898,0.2094
sample_49894,7.8751,8.6439,7.9464,8.1551,0.4248
sample_49895,8.1221,8.5353,8.1795,8.279,0.2238
sample_49896,8.5596,9.1928,8.8238,8.8587,0.3181
sample_49897,8.9789,9.5729,9.1473,9.233,0.3062
sample_49898,8.4237,8.7951,8.3757,8.5315,0.2295
